Composer,Performer,Perf_Nationality,Perf_Gender,Piece,Length,Tempo,Time_Signature,Freq_C,Freq_C#/Db,Freq_D,Freq_D#/Eb,Freq_E,Freq_F,Freq_F#/Gb,Freq_G,Freq_G#/Ab,Freq_A,Freq_A#/Bb,Freq_B,Unique_Velocities,Average_Velocity,Min_Velocity,Max_Velocity
Prokofiev,AnnaDenisove,Russia,F,WaltzFromCinderellaSuite,127,216,4/4,0.09035,0.04891,0.17323,0.04959,0.06793,0.04823,0.08084,0.17188,0.04552,0.07201,0.07541,0.07609,82,69.1,3,104
Prokofiev,EdisherSavitski,Georgia,M,SonataNo7Op83,1097,183,4/4,0.07606,0.06642,0.07945,0.08367,0.07972,0.0755,0.0556,0.11064,0.08119,0.1078,0.09394,0.09,116,71.61,6,124
Prokofiev,AngelinaGadeliya,Ukraine,F,SonataNo6InAMajorOp821stMov,504,196,4/4,0.09775,0.08335,0.08753,0.07174,0.1075,0.07383,0.06013,0.06664,0.06664,0.10587,0.06153,0.11748,108,73.88,6,115
Prokofiev,EdisherSavitski,Georgia,M,SonataNo7InBFlatMajorOp833rdMov,202,203,4/4,0.05803,0.05436,0.06391,0.11117,0.0453,0.04946,0.04726,0.15695,0.04481,0.1736,0.1359,0.05926,122,80.19,2,126
Prokofiev,SuYeonKim,SouthKorea,F,SonataNo6InAMajorOp823rdMov,478,170,4/4,0.10461,0.06548,0.11895,0.0864,0.07052,0.07323,0.0585,0.10616,0.08911,0.074,0.05463,0.09841,98,62.67,3,112
Prokofiev,IlyaMaximov,Russia,M,SonataNo8InBFlatMajorOp843rdMov,610,193,4/4,0.07214,0.06158,0.07072,0.0819,0.08568,0.10411,0.05276,0.08946,0.13908,0.06662,0.10049,0.07544,120,77.41,2,126
Prokofiev,IlyaMaximov,Russia,M,SonataNo8InBFlatMajorOp842ndMov,236,169,4/4,0.07796,0.10129,0.06875,0.06016,0.06446,0.08656,0.07305,0.06077,0.16697,0.10988,0.07551,0.05463,71,53.9,15,90
Prokofiev,IlyaMaximov,Russia,M,SonataNo8InBFlatMajorOp841stMov,866,178,4/4,0.08285,0.0809,0.09763,0.0739,0.0844,0.08829,0.07974,0.08168,0.07235,0.08518,0.09782,0.07526,115,70.59,3,118
Prokofiev,VictoriaKorchinskaya-Kogan,Canada,F,SonataNo6InAMinorOp83,1593,196,4/4,0.10206,0.07055,0.0933,0.08577,0.10445,0.06968,0.05882,0.08309,0.07693,0.08917,0.05882,0.10735,121,68.99,1,126
Prokofiev,DariaKiseleva,Russia,F,SonataNo6Op821stMov,566,197,4/4,0.09677,0.08387,0.08802,0.07189,0.10737,0.07465,0.05945,0.06751,0.0659,0.1076,0.05576,0.1212,119,72.88,2,122
Prokofiev,DariaKiseleva,Russia,F,SonataNo6Op822ndMov,292,175,4/4,0.08901,0.05897,0.10549,0.06447,0.1,0.07033,0.07473,0.09048,0.08571,0.09121,0.06923,0.10037,95,63.23,3,105
Prokofiev,DariaKiseleva,Russia,F,SonataNo6Op823rdMov,537,149,4/4,0.10587,0.06801,0.11785,0.08771,0.07071,0.07264,0.05951,0.10471,0.09003,0.07148,0.0541,0.09737,99,57.79,3,103
Prokofiev,DariaKiseleva,Russia,F,SonataNo6Op824thMov,429,197,4/4,0.11513,0.06347,0.07714,0.11235,0.12161,0.06254,0.05003,0.08038,0.07691,0.08223,0.05351,0.1047,111,71.81,3,120
Prokofiev,DongzuJin,China,M,SonataNo3InAMinorOp28,401,223,4/4,0.13555,0.04757,0.09174,0.04918,0.1377,0.10175,0.04685,0.0769,0.07332,0.10193,0.04578,0.09174,108,75.28,3,110
Prokofiev,VictoriaKorchinskaya-Kogan,Canada,F,SonataNo7InBMajor,1048,191,4/4,0.07344,0.06696,0.07915,0.08283,0.07828,0.07421,0.0537,0.11301,0.07847,0.1135,0.09956,0.08689,115,72.53,6,122
Prokofiev,BoyiFa,China,M,ToccataOp11,240,230,4/4,0.08236,0.05124,0.22465,0.05865,0.08914,0.06119,0.06669,0.09253,0.06225,0.07516,0.06818,0.06797,111,70.77,2,117
Prokofiev,EdisherSavitski,Georgia,M,SonataNo7InBFlatMajorOp83,1119,173,4/4,0.07318,0.06624,0.08284,0.08162,0.08322,0.07627,0.05197,0.11164,0.082,0.10902,0.09297,0.08903,125,73.12,1,126
Prokofiev,ChristopherSonRichardson,USA,M,SonataNo4InCminorOp29,201,214,4/4,0.13768,0.05525,0.08967,0.06703,0.11322,0.09934,0.04891,0.10658,0.0945,0.06703,0.0468,0.07397,105,68.97,3,113
Prokofiev,YangLiu,China,F,SonataNo7InBFlatOp833rdMov,217,191,4/4,0.05762,0.0536,0.06744,0.11349,0.04278,0.04479,0.04957,0.1618,0.03145,0.17967,0.1467,0.05108,110,71.6,3,114
Prokofiev,JoshuaHannum-Izzard,USA,M,SonataNo7Op83,1071,184,4/4,0.0745,0.06518,0.07857,0.08373,0.08026,0.07569,0.05248,0.11379,0.07798,0.11399,0.09663,0.0872,109,69.57,6,115
Prokofiev,ChaeyoungPark,USA,F,SonataNo3InAMinorOp28,487,228,4/4,0.13693,0.04658,0.08719,0.04939,0.13939,0.10054,0.04588,0.07699,0.07611,0.10142,0.04711,0.09246,123,69.51,1,126
Prokofiev,HyeJinKim,SouthKorea,F,SonataNo4InCMinorOp293rdMov,216,220,4/4,0.14587,0.05513,0.09167,0.06596,0.1087,0.09817,0.05017,0.10622,0.09384,0.06535,0.04769,0.07123,114,67.47,2,121
Prokofiev,HyeJinKim,SouthKorea,F,SonataNo4InCMinorOp292ndMov,422,191,4/4,0.12299,0.06355,0.09737,0.04168,0.11855,0.10557,0.03895,0.09976,0.05466,0.12368,0.06355,0.0697,106,55.71,3,115
Prokofiev,AlexanderLu,USA,M,SonataNo3InAMinorOp28,428,217,4/4,0.13684,0.04605,0.0906,0.05188,0.13835,0.09887,0.04586,0.07425,0.07462,0.10075,0.04549,0.09643,119,72.27,2,123
Prokofiev,EdisherSavitski,Georgia,M,SonataNo73rdMov,192,217,4/4,0.05923,0.06055,0.06383,0.10667,0.04918,0.05486,0.05049,0.15585,0.04678,0.16393,0.1235,0.06514,114,77.75,6,122
Prokofiev,VsevolodDvorkine,Italy,M,SonataNo7Op83,1115,176,4/4,0.0718,0.06518,0.07999,0.07999,0.08057,0.07375,0.05339,0.11419,0.07736,0.11506,0.09918,0.08954,110,69.9,6,118
Prokofiev,KaiwenZhao,China,M,SonataNo7InBOp823rdMov,202,202,4/4,0.06244,0.04985,0.0501,0.12241,0.04047,0.0464,0.04319,0.16732,0.04047,0.1804,0.135,0.06194,113,80.17,3,123
Prokofiev,WenhaoZhang,China,M,SonataNo3Op28InAMinor,401,216,4/4,0.13788,0.04304,0.09064,0.04961,0.14025,0.10268,0.04414,0.07478,0.07332,0.10505,0.04414,0.09447,112,70.32,3,123
Prokofiev,KaiwenZhao,China,M,SonataNo7InBOp822ndMov,369,168,4/4,0.05691,0.05142,0.07688,0.0679,0.12282,0.05042,0.08288,0.11083,0.14928,0.04843,0.0644,0.11782,102,67.88,4,116
Prokofiev,HyeJinKim,SouthKorea,F,SonataNo4InCMinorOp291stMov,352,190,4/4,0.12402,0.04396,0.10832,0.09184,0.04788,0.10283,0.04788,0.1562,0.09458,0.0467,0.06672,0.06907,103,64.94,3,120
Prokofiev,VladimirLevitsky,Russia,M,ScherzoOp12No10,134,197,4/4,0.11488,0.03884,0.09545,0.05537,0.16364,0.0781,0.06818,0.05537,0.06694,0.13306,0.07149,0.05868,97,69.08,3,112
Prokofiev,KaiwenZhao,China,M,SonataNo7InBOp82,570,168,4/4,0.06061,0.05037,0.05896,0.10438,0.06771,0.04773,0.05632,0.14864,0.07647,0.13675,0.11164,0.08043,116,76.11,3,123
Prokofiev,OsipNikiforov,Russia,M,SonataNoInAMinorOp28,431,221,4/4,0.13999,0.04561,0.08898,0.04989,0.1398,0.10276,0.04505,0.07465,0.07334,0.1022,0.04542,0.09233,107,69.23,2,110
Prokofiev,YangLiu,China,F,SonataNo7InBFlatOp831stMov,464,209,4/4,0.09175,0.08365,0.10033,0.06101,0.09438,0.11058,0.04957,0.06911,0.08627,0.07912,0.06888,0.10534,112,68.86,2,114
Prokofiev,MichailNamirovsky,Israel,M,SonataNo7InBFlatMajorOp83,1093,185,4/4,0.07321,0.06198,0.08076,0.08185,0.08026,0.07361,0.05165,0.11592,0.07728,0.11602,0.09606,0.09139,120,73.84,2,123
Prokofiev,BorisGiltburg,Israel,M,SonataNo2Op14,986,203,4/4,0.09872,0.05826,0.1012,0.06091,0.11917,0.07623,0.05259,0.10022,0.07756,0.10615,0.08313,0.06587,112,66.87,6,117
Prokofiev,AnnaDenisove,Russia,F,CinderellaSuite,644,207,4/4,0.09501,0.04781,0.10605,0.06415,0.09652,0.10393,0.07564,0.09228,0.05809,0.0941,0.07383,0.09259,108,66.4,3,112
Prokofiev,YangLiu,China,F,SonataNo7InBFlatOp832ndMov,394,127,4/4,0.05707,0.05152,0.07222,0.07222,0.12525,0.05152,0.07778,0.11515,0.14798,0.05657,0.05556,0.11717,102,58.58,3,110
Prokofiev,JaySun,USA,M,SonataNo6InAMajorOp821stMov,504,195,4/4,0.09785,0.08146,0.08989,0.06999,0.10838,0.07584,0.05922,0.06882,0.06531,0.10721,0.05712,0.11891,103,74.68,6,113
Purcell,AlexeyChernov,Russia,M,SuiteInCMajorZ6662ndMov,225,167,4/4,0.17212,0.0,0.21818,0.0,0.17333,0.05939,0.01455,0.13576,0.0097,0.10788,0.01212,0.09697,70,59.99,16,92
Purcell,AlexeyChernov,Russia,M,SuiteInCMajorZ6661stMov,82,190,4/4,0.2044,0.0,0.14623,0.0,0.15409,0.09591,0.02201,0.17296,0.0,0.09591,0.00472,0.10377,63,73.07,28,103
Purcell,AlexeyChernov,Russia,M,SuiteInCMajorZ6663rdMov,88,200,4/4,0.15936,0.0,0.18127,0.0,0.16135,0.08964,0.00797,0.19721,0.0,0.12749,0.00398,0.07171,57,73.73,39,101
Purcell,AlexeyChernov,Russia,M,SuiteInCMajorZ6664thMov,142,136,4/4,0.19582,0.0,0.16971,0.0,0.14099,0.047,0.01044,0.11227,0.00522,0.13577,0.0,0.18277,59,48.9,11,81
Rachmaninoff,KonstantinKrasnitsky,Belarus,M,SonataNo2InBFlatMinorOp36,1198,193,4/4,0.07974,0.08397,0.09554,0.0729,0.08033,0.10644,0.07991,0.074,0.05651,0.07594,0.1257,0.06902,108,70.62,6,115
Rachmaninoff,MichailNamirovsky,Israel,M,PreludeInGMajorOp32No5,168,210,4/4,0.05175,0.00979,0.18811,0.05734,0.1028,0.0042,0.07273,0.22937,0.0042,0.07273,0.03287,0.17413,84,52.67,3,102
Rachmaninoff,VictorMaslov,Russia,M,EtudesTableauxOp33No5,171,193,4/4,0.07311,0.02501,0.20875,0.02742,0.09572,0.14911,0.02116,0.08706,0.03848,0.16258,0.07071,0.04089,105,65.59,2,111
Rachmaninoff,KonstantinKrasnitsky,Belarus,M,HumoresqueOp10No5,237,166,4/4,0.07501,0.02616,0.11283,0.09266,0.10968,0.02332,0.06681,0.17649,0.03246,0.06713,0.06839,0.14907,101,67.7,6,106
Rachmaninoff,VyacheslavGryaznov,Russia,M,ItalianPolka,188,219,4/4,0.07127,0.03507,0.0903,0.13582,0.02201,0.09627,0.06194,0.07836,0.09104,0.04328,0.22836,0.04627,111,70.21,3,122
Rachmaninoff,KonstantinKrasnitsky,Belarus,M,LullabyOp16No1,307,188,4/4,0.04321,0.07531,0.04198,0.18827,0.08951,0.02099,0.05679,0.04877,0.19074,0.02469,0.07901,0.14074,82,58.58,7,95
Rachmaninoff,SerhiiMorozov,Ukraine,M,PreludeInDMajorOp23No4,243,201,4/4,0.02305,0.07881,0.21338,0.00892,0.10483,0.01636,0.12565,0.11896,0.00967,0.14275,0.03866,0.11896,81,51.13,5,97
Rachmaninoff,VictorMaslov,Russia,M,EtudesTableauxOp33No3,289,202,4/4,0.23151,0.03307,0.05048,0.0322,0.14708,0.06876,0.01567,0.20975,0.06092,0.07137,0.03916,0.04003,90,49.51,3,111
Rachmaninoff,KonstantinKrasnitsky,Belarus,M,ElegyOp3No1,338,177,4/4,0.0169,0.08732,0.04958,0.16676,0.0338,0.08169,0.12,0.03493,0.13014,0.02535,0.17183,0.08169,96,65.57,7,108
Rachmaninoff,KonstantinKrasnitsky,Belarus,M,HumoresqueOp10No5(2),226,183,4/4,0.07185,0.02824,0.11327,0.08943,0.11202,0.0251,0.06558,0.17791,0.03357,0.0684,0.06715,0.14747,98,71.12,7,111
Rachmaninoff,MisoraOzaki,Japan,F,ScherzoFromAMidsummerNightsDream,253,216,4/4,0.10226,0.03634,0.15731,0.0668,0.05331,0.06963,0.04526,0.16123,0.02742,0.10901,0.14339,0.02807,104,61.63,3,109
Rachmaninoff,Chu-FangHuang,China,F,SonataNo2Op361stMov,525,200,4/4,0.08092,0.12216,0.06286,0.08538,0.05105,0.14868,0.07757,0.05573,0.07178,0.05751,0.13955,0.04681,102,59.05,6,108
Rachmaninoff,VictorMaslov,Russia,M,EtudesTableauxOp33No2,131,214,4/4,0.33924,0.04219,0.06076,0.11224,0.02785,0.10886,0.027,0.12911,0.06414,0.01097,0.06329,0.01435,95,56.6,3,106
Rachmaninoff,Chu-FangHuang,China,F,SonataNo2Op362ndMov,403,187,4/4,0.09557,0.05171,0.10619,0.03832,0.18006,0.02632,0.08495,0.09141,0.03878,0.11634,0.02955,0.14081,92,55.19,10,106
Rachmaninoff,MisoraOzaki,Japan,F,PreludeInGSharpMinorOp32No12,129,210,4/4,0.00491,0.06818,0.00737,0.33108,0.06388,0.00491,0.04054,0.08231,0.1941,0.01781,0.06511,0.11978,98,58.64,3,107
Rachmaninoff,SerhiiMorozov,Ukraine,M,ScherzoFromMidsummerNightDream,269,226,4/4,0.10485,0.03481,0.16329,0.06793,0.05274,0.0673,0.04409,0.1616,0.02595,0.10992,0.14135,0.02616,94,59.42,3,99
Rachmaninoff,VictorMaslov,Russia,M,EtudesTableauxOp33No1,164,229,4/4,0.15682,0.09514,0.01837,0.09711,0.03478,0.21391,0.0315,0.07415,0.13714,0.01837,0.1063,0.0164,100,61.51,2,107
Rachmaninoff,MarouanBenabdallah,Hungary,M,SonataInBFlatMinorOp36(2ndVersion),1041,201,4/4,0.08117,0.08194,0.0964,0.07279,0.08297,0.1094,0.07578,0.07476,0.05611,0.07724,0.12138,0.07005,120,69.7,2,122
Rachmaninoff,KonstantinKrasnitsky,Belarus,M,PolkaDeWR(2),248,214,4/4,0.10922,0.07548,0.06079,0.19439,0.04943,0.09452,0.04442,0.08584,0.10822,0.04175,0.08484,0.0511,99,69.58,6,113
Rachmaninoff,SerhiiMorozov,Ukraine,M,Lilacs,139,217,4/4,0.18797,0.03383,0.0188,0.22744,0.0047,0.1532,0.0141,0.05921,0.14004,0.00846,0.14756,0.0047,76,50.06,3,94
Rachmaninoff,InnaFaliks,USA,F,VariationsOnAThemeByCorelliOp42,1061,197,4/4,0.08326,0.07189,0.13512,0.04393,0.09652,0.13199,0.03798,0.08253,0.05801,0.14942,0.0672,0.04215,113,63.5,2,116
Rachmaninoff,SerhiiMorozov,Ukraine,M,EtudeTableauxInDMajorOp39No9,205,219,4/4,0.06866,0.0566,0.18684,0.06813,0.06263,0.06211,0.08936,0.12552,0.04009,0.08753,0.09853,0.05398,98,64.57,2,103
Rachmaninoff,TaoLin,China,M,SonataNo2Op36,1148,198,4/4,0.08148,0.08426,0.09617,0.07278,0.08026,0.10852,0.07783,0.0753,0.05678,0.07722,0.12078,0.06861,109,61.84,6,114
Rachmaninoff,SerhiiMorozov,Ukraine,M,PolkaDeWR,203,217,4/4,0.11127,0.07823,0.05876,0.19471,0.04868,0.08901,0.04277,0.0904,0.11266,0.03929,0.0838,0.05042,88,61.84,3,101
Rachmaninoff,IrinaGeorgieva,Bulgaria,F,SonataInBFlatMinorOp361stMov2ndMov,858,196,4/4,0.08533,0.09811,0.07523,0.07018,0.09165,0.10625,0.08435,0.06905,0.06554,0.07425,0.10428,0.07579,112,61.06,2,117
Rachmaninoff,MarouanBenabdallah,Hungary,M,EtudeTableauzOp39No8InDMinor,200,209,4/4,0.10994,0.03396,0.16422,0.02836,0.10294,0.16457,0.01856,0.09139,0.02311,0.17927,0.05882,0.02486,93,66.76,8,105
Rachmaninoff,MarouanBenabdallah,Hungary,M,EtudeTableauzOp33No3InCMinor,276,201,4/4,0.22693,0.03218,0.05504,0.02964,0.14903,0.06774,0.01524,0.21169,0.06012,0.07197,0.0381,0.04234,85,55.92,11,99
Rachmaninoff,MarouanBenabdallah,Hungary,M,EtudeTableauxInCMinorOp33No3,270,204,4/4,0.22627,0.03305,0.05339,0.02881,0.14831,0.0678,0.01441,0.21525,0.06186,0.06949,0.03814,0.04322,80,55.46,9,99
Rachmaninoff,MuradAdigezalzade,Azerbeijan,M,SonataNo2InBFlatMinorOp36(2),654,203,4/4,0.08675,0.09755,0.08354,0.06937,0.07949,0.11831,0.0854,0.06785,0.05755,0.07257,0.11004,0.07156,101,70.59,6,111
Rachmaninoff,HowardNa,USA,M,Lullaby,250,205,4/4,0.04229,0.07525,0.04415,0.18905,0.08893,0.0199,0.05659,0.04975,0.18905,0.02488,0.0796,0.14055,88,51.88,3,100
Rachmaninoff,MuradAdigezalzade,Azerbeijan,M,SonataNo2InBFlatMinorOp36,1052,206,4/4,0.08073,0.08335,0.09448,0.07246,0.08318,0.10849,0.07795,0.07559,0.05736,0.07474,0.12215,0.06951,106,71.86,6,111
Rachmaninoff,VictorMaslov,Russia,M,EtudesTableauxOp33No9,145,218,4/4,0.03786,0.22967,0.01241,0.07945,0.14463,0.04283,0.0509,0.04718,0.18932,0.05276,0.04655,0.06642,97,77.79,3,117
Rachmaninoff,VictorMaslov,Russia,M,EtudesTableauxOp33No8,205,213,4/4,0.0981,0.03103,0.17918,0.08809,0.02302,0.03604,0.04705,0.22322,0.04104,0.08008,0.13714,0.01602,100,53.7,3,111
Rachmaninoff,KonstantinKrasnitsky,Belarus,M,PolkaDeWR,250,203,4/4,0.10539,0.08178,0.05618,0.19914,0.0482,0.09342,0.04721,0.08544,0.11037,0.03657,0.08511,0.0512,104,67.78,6,113
Rachmaninoff,FengBian,China,M,EtudeTableauOp39No5,299,210,4/4,0.05025,0.07485,0.06674,0.13243,0.03795,0.08872,0.13373,0.05103,0.08453,0.05548,0.15703,0.06726,106,59.83,3,115
Rachmaninoff,KairyKoshoeva,Kyrgyzstan,F,SonataNo2InBFlatMinorOp361stMov2ndMov,883,200,4/4,0.08562,0.0991,0.07715,0.06941,0.09178,0.10512,0.07988,0.06669,0.06583,0.07758,0.10397,0.07787,117,62.16,2,126
Rachmaninoff,VictorMaslov,Russia,M,EtudesTableauxOp33No7,109,203,4/4,0.0896,0.01618,0.08266,0.20289,0.01445,0.05434,0.02775,0.18902,0.07977,0.01734,0.16821,0.0578,101,75.14,3,117
Rachmaninoff,Hye-YeonPart,SouthKorea,F,SonataNo2Op36(RevisedEdition)1stMov,518,204,4/4,0.08214,0.1208,0.0626,0.08412,0.05074,0.14562,0.0828,0.05711,0.07094,0.05579,0.13925,0.0481,116,64.65,2,120
Rachmaninoff,KonstantinKrasnitsky,Belarus,M,PreludeInCSharpMinorOp3No2,243,73,4/4,0.04676,0.17239,0.03549,0.08732,0.13634,0.00845,0.12676,0.02141,0.15831,0.11437,0.02873,0.06366,92,69.12,7,105
Rachmaninoff,AndrewStaupe,USA,M,SonataNo2InBFlatMinorOp36(1913)1stMov,541,205,4/4,0.0683,0.1312,0.06151,0.08005,0.05455,0.13815,0.07619,0.06444,0.06645,0.05872,0.15129,0.04914,123,68.74,2,126
Rachmaninoff,AndrewStaupe,USA,M,SonataNo2InBFlatMinorOp36(1913),1388,205,4/4,0.07494,0.0899,0.09017,0.07738,0.07718,0.10137,0.07791,0.07949,0.06018,0.07455,0.13011,0.06683,120,65.36,1,126
Rachmaninoff,VictorMaslov,Russia,M,EtudesTableauxOp33No6,93,216,4/4,0.05445,0.06825,0.06442,0.18558,0.03988,0.06442,0.10123,0.04831,0.07362,0.06748,0.14034,0.09202,97,68.58,3,114
Rachmaninoff,SuYeonKim,SouthKorea,F,Liebesfreud,371,212,4/4,0.13827,0.06709,0.08662,0.03852,0.10188,0.10934,0.0536,0.11768,0.05715,0.11182,0.0552,0.06283,111,70.71,2,124
Rachmaninoff,EunjinLee,SouthKorea,F,SonataInBFlatMinorOp361stMov3rdMov,762,205,4/4,0.07897,0.09032,0.09397,0.08057,0.06,0.12686,0.07575,0.07179,0.06129,0.06568,0.14379,0.051,109,66.24,3,113
Rachmaninoff,MichailNamirovsky,Israel,M,EtudesTableauxOp33No6No7,199,207,4/4,0.0749,0.03568,0.0765,0.19801,0.027,0.05786,0.05914,0.12986,0.0749,0.03825,0.15558,0.07232,99,75.02,4,122
Rachmaninoff,SuYeonKim,SouthKorea,F,MomentsMusicauxOp16,1478,197,4/4,0.11697,0.07581,0.05076,0.06978,0.10571,0.0891,0.09211,0.08725,0.07224,0.08559,0.07328,0.08141,118,67.39,2,120
Rachmaninoff,RogerMcVey,USA,M,SonataNo2InBFlatMinorOp361stMov,554,197,4/4,0.08229,0.12171,0.06161,0.08358,0.05256,0.14498,0.08143,0.05881,0.07303,0.05536,0.13658,0.04804,110,63.13,6,117
Rachmaninoff,SerhiiMorozov,Ukraine,M,VariationsOnAThemeByCorelliOp42,920,209,4/4,0.08349,0.07234,0.13395,0.04293,0.09577,0.13395,0.03798,0.08019,0.05924,0.15036,0.06863,0.04118,98,64.95,6,104
Rachmaninoff,TatianaKolesova,Russia,F,SonataNo2InBFlatMinor,1169,191,4/4,0.08151,0.08475,0.09672,0.07351,0.08337,0.10424,0.07561,0.0744,0.05928,0.07666,0.1175,0.07246,113,66.12,6,125
Rachmaninoff,EinavYarden,Israel,F,EtudeTableauxOp39No1,173,217,4/4,0.13832,0.06684,0.1135,0.09464,0.04004,0.07114,0.0728,0.09365,0.10357,0.04964,0.09828,0.05758,108,68.73,2,123
Rachmaninoff,GraceEunHaeKim,SouthKorea,F,SonataInBFlatMinor1stMov2ndMov,858,202,4/4,0.08643,0.09853,0.07696,0.06909,0.09328,0.10742,0.08133,0.07025,0.06078,0.07535,0.10363,0.07696,112,61.74,2,114
Rachmaninoff,YukikoSekino,Japan,F,SonataNo2InBFlatMinorOp36(1913v)1stMov,601,188,4/4,0.06804,0.12712,0.06207,0.08108,0.05358,0.14221,0.07542,0.06458,0.06804,0.06003,0.14865,0.04918,115,63.5,2,116
Rachmaninoff,YokoHagino,Japan,F,13PreludesOp32No1No4No12,532,204,4/4,0.09516,0.03812,0.08744,0.11755,0.13268,0.02315,0.07504,0.12103,0.07005,0.07655,0.03797,0.12526,103,64.81,6,110
Rachmaninoff,GraceEunHaeKim,SouthKorea,F,SonataNo2InBFlatMinorOp36,1202,197,4/4,0.0806,0.08244,0.0965,0.07362,0.08244,0.10759,0.0779,0.07589,0.05685,0.0779,0.1213,0.06698,115,66.89,2,119
Rachmaninoff,Han-ChienLee,Taiwan,F,SonataNo2InBFlatMajorOp36(2),1228,197,4/4,0.07941,0.0858,0.09253,0.07526,0.08107,0.1064,0.0809,0.07575,0.05906,0.07492,0.12102,0.06786,120,67.29,2,126
Rachmaninoff,JuliaKociuban,Poland,F,ScherzoFromMendelssohnsMidsummerNightDream,263,230,4/4,0.10342,0.03504,0.15872,0.06796,0.05255,0.06965,0.04474,0.15724,0.02765,0.11461,0.13909,0.02934,107,66.38,2,121
Rachmaninoff,Han-ChienLee,Taiwan,F,SonataNo2InBFlatMajorOp36,1302,209,4/4,0.07938,0.0848,0.09522,0.07327,0.08188,0.10745,0.07852,0.07525,0.05674,0.07413,0.12424,0.06913,116,65.22,2,120
Rachmaninoff,JuliaKociuban,Poland,F,TheFlightOfTheBumbleBee,65,216,4/4,0.09764,0.07399,0.11213,0.08391,0.14798,0.08924,0.04043,0.045,0.0595,0.14874,0.05034,0.05111,94,69.95,3,110
Rachmaninoff,OsipNikiforov,Russia,M,PreludeOp23No6InEFlatMajor,180,198,4/4,0.12019,0.03125,0.07051,0.15545,0.02564,0.09696,0.02724,0.14663,0.10016,0.03926,0.15625,0.03045,97,56.86,3,106
Rachmaninoff,OsipNikiforov,Russia,M,EtudeTableauOp39No6,163,210,4/4,0.09723,0.06731,0.07928,0.07592,0.12079,0.11294,0.0546,0.05834,0.0991,0.08901,0.04862,0.09686,104,69.86,1,117
Rachmaninoff,SanghieLee,SouthKorea,F,MomentMusicauxOp16No4,165,215,4/4,0.10436,0.04321,0.05676,0.06152,0.18491,0.0227,0.07799,0.19114,0.01538,0.09154,0.03259,0.11791,104,67.19,2,111
Rachmaninoff,SanghieLee,SouthKorea,F,MomentMusicauxOp16No3,263,156,4/4,0.00624,0.12656,0.12567,0.01248,0.12389,0.01426,0.14973,0.09537,0.04011,0.09893,0.03298,0.1738,91,54.41,6,106
Rachmaninoff,OsipNikiforov,Russia,M,EtudeTableauOp39No6(2),162,210,4/4,0.101,0.06533,0.07816,0.07976,0.11663,0.11222,0.0509,0.05932,0.101,0.09259,0.04569,0.09739,103,70.73,3,111
Rachmaninoff,AthenaTsianos,USA,F,MorceauxDeFantaisieOp3No1,302,178,4/4,0.01199,0.08567,0.0514,0.17647,0.02856,0.07881,0.11993,0.03484,0.12907,0.02627,0.17533,0.08167,99,62.98,3,104
Rachmaninoff,PetronelMalan,SouthAfrica,F,SonataNo2Op36(1931),1147,213,4/4,0.08423,0.08339,0.09562,0.07344,0.08094,0.10607,0.07749,0.07462,0.05691,0.07648,0.12024,0.07057,113,65.7,6,118
Rachmaninoff,KonstantinKrasnitsky,Belarus,M,VariationsOnAThemeByCorelliOp42,1111,179,4/4,0.08389,0.07348,0.13374,0.04299,0.09731,0.1327,0.03851,0.08025,0.05912,0.148,0.06734,0.04267,115,67.59,1,116
Rachmaninoff,ShuanHernLee,Australia,M,EtudeTableauOp39No6,166,215,4/4,0.09559,0.07282,0.07655,0.07991,0.12173,0.1109,0.05153,0.06012,0.10082,0.08775,0.0478,0.09447,102,73.16,4,114
Rachmaninoff,BrianHsu,Taiwan,M,ElgieInEFlatMinorOp2No3,346,184,4/4,0.016,0.0894,0.04912,0.1755,0.0298,0.07837,0.11921,0.03698,0.12638,0.02704,0.17163,0.08057,101,61.53,7,113
Rachmaninoff,CarlosAvila,USA,M,EtudeTableauxOp39No2No6No9,661,195,4/4,0.1146,0.06103,0.08024,0.05741,0.14806,0.08906,0.03978,0.07075,0.08838,0.11053,0.03888,0.10127,123,66.51,2,126
Rachmaninoff,GraceFong,USA,F,PreludeOp32No10,218,193,4/4,0.03154,0.08397,0.13598,0.00384,0.13384,0.00171,0.20631,0.10656,0.00171,0.07374,0.00298,0.21782,102,60.73,6,111
Rachmaninoff,AlbertMamriev,Israel,M,Etude-TableauOp33No9InCSharpMinor,194,193,4/4,0.03344,0.23839,0.01053,0.07307,0.14365,0.04149,0.04644,0.04644,0.19443,0.05882,0.0483,0.06502,101,77.85,6,117
Rachmaninoff,GraceFong,USA,F,PreludeOp23No2,170,215,4/4,0.06634,0.02939,0.15995,0.06998,0.04059,0.18207,0.04302,0.07998,0.03423,0.06695,0.19903,0.02848,105,72.4,7,112
Rachmaninoff,GraceFong,USA,F,MomentMusicalOp16No4,238,222,4/4,0.10388,0.04352,0.06703,0.05813,0.17376,0.02732,0.08164,0.18456,0.01461,0.08799,0.02986,0.1277,107,66.81,6,113
Rachmaninoff,AdamZukiewicz,Poland,M,CorelliVariationsOp42,1061,200,4/4,0.08139,0.07175,0.13572,0.04313,0.09425,0.13396,0.03898,0.08097,0.05889,0.14971,0.06822,0.04303,116,67.29,3,125
